FlightMode:,T:,P:,Sample:
Standby,24.919183,100937.321354,6114
Standby,24.913137,100934.016541,6115
Standby,24.915304,100935.808716,6116
Standby,24.919917,100938.789433,6117
Standby,24.923883,100937.336605,6118
Standby,24.912211,100934.902676,6119
Standby,24.916212,100937.284552,6120
Standby,24.919690,100938.706290,6121
Standby,24.917890,100937.536979,6122
Standby,24.907772,100938.598728,6123
Standby,24.912246,100940.182279,6124
Standby,24.912263,100941.377128,6125
Standby,24.913521,100938.486004,6126
Standby,24.923534,100941.735427,6127
Standby,24.913661,100942.947773,6128
Standby,24.912945,100943.198548,6129
Standby,24.912316,100940.737963,6130
Standby,24.914587,100942.696796,6131
Standby,24.911424,100939.583653,6132
Standby,24.913783,100941.848058,6133
Standby,24.910586,100940.283117,6134
Standby,24.906042,100938.651995,6135
Standby,24.915653,100942.112229,6136
Standby,24.908873,100939.101812,6137
Standby,24.907266,100939.516196,6138
Standby,24.909957,100938.965802,6139
Standby,24.909275,100938.652857,6140
Standby,24.911372,100938.841379,6141
Standby,24.915618,100941.421537,6142
Standby,24.907510,100938.444165,6143
Standby,24.904784,100942.273469,6144
Standby,24.906881,100940.413696,6145
Standby,24.908733,100942.007712,6146
Standby,24.909904,100940.827611,6147
Standby,24.904645,100941.241508,6148
Standby,24.902355,100942.009813,6149
Standby,24.908629,100941.126555,6150
Standby,24.904522,100938.847962,6151
Standby,24.905536,100938.378578,6152
Standby,24.905361,100940.530267,6153
Standby,24.904522,100941.388499,6154
Standby,24.906986,100942.676274,6155
Standby,24.909590,100938.644615,6156
Standby,24.907266,100940.310118,6157
Standby,24.906077,100944.503157,6158
Standby,24.902722,100939.107705,6159
Standby,24.907336,100942.294858,6160
Standby,24.905134,100941.225163,6161
Standby,24.902460,100938.333889,6162
Standby,24.900503,100938.510419,6163
Standby,24.901674,100938.775262,6164
Standby,24.906182,100940.843081,6165
Standby,24.901604,100937.679730,6166
Standby,24.908419,100940.364588,6167
Standby,24.909922,100938.386269,6168
Standby,24.905588,100937.517126,6169
Standby,24.904645,100936.906716,6170
Standby,24.911267,100938.436577,6171
Standby,24.904662,100938.101545,6172
Standby,24.909153,100938.228225,6173
Standby,24.909153,100937.132608,6174
Standby,24.907318,100939.004065,6175
Standby,24.907633,100938.440078,6176
Standby,24.908524,100938.832213,6177
Standby,24.907440,100938.841194,6178
Standby,24.908524,100940.467698,6179
Standby,24.902915,100938.992404,6180
Standby,24.900363,100940.844651,6181
Standby,24.902425,100941.628667,6182
Standby,24.904645,100939.828333,6183
Standby,24.903579,100936.221003,6184
Standby,24.908227,100938.987314,6185
Standby,24.906305,100939.918047,6186
Standby,24.904016,100941.591430,6187
Standby,24.906025,100938.775069,6188
Standby,24.906130,100941.053520,6189
Standby,24.900905,100939.776325,6190
Standby,24.897830,100939.906272,6191
Standby,24.902303,100939.568576,6192
Standby,24.899280,100941.044155,6193
Standby,24.901132,100938.668601,6194
Standby,24.906252,100938.715307,6195
Standby,24.901097,100940.312033,6196
Standby,24.894125,100936.305470,6197
Standby,24.895471,100938.134133,6198
Standby,24.900276,100937.506339,6199
Standby,24.898127,100937.925192,6200
Standby,24.903212,100938.059270,6201
Standby,24.899787,100936.903435,6202
Standby,24.902216,100940.025160,6203
Standby,24.901814,100938.902155,6204
Standby,24.897830,100936.889427,6205
Standby,24.902425,100939.612124,6206
Standby,24.896065,100938.903655,6207
Standby,24.898092,100938.123702,6208
Standby,24.902687,100941.005195,6209
Standby,24.894964,100940.544106,6210
Standby,24.899245,100941.687255,6211
Standby,24.897113,100941.792477,6212
Standby,24.903212,100943.457897,6213
Standby,24.897952,100942.172761,6214
Standby,24.897375,100939.470054,6215
Standby,24.893426,100939.989827,6216
Standby,24.899490,100939.995996,6217
Standby,24.895995,100941.793531,6218
Standby,24.890543,100938.686586,6219
Standby,24.894614,100938.924877,6220
Standby,24.894282,100937.579530,6221
Standby,24.899088,100939.428733,6222
Standby,24.888656,100939.783934,6223
Standby,24.894999,100941.139500,6224
Standby,24.894667,100938.857346,6225
Standby,24.887188,100940.198133,6226
Standby,24.890980,100939.293504,6227
Standby,24.897323,100941.363570,6228
Standby,24.886227,100940.091858,6229
Standby,24.888149,100939.875707,6230
Standby,24.886978,100938.737575,6231
Standby,24.893531,100939.346669,6232
Standby,24.886978,100941.532063,6233
Standby,24.887101,100942.020190,6234
Standby,24.883274,100942.758093,6235
Standby,24.886524,100940.428982,6236
Standby,24.884602,100940.264062,6237
Standby,24.882837,100942.436976,6238
Standby,24.877909,100941.338048,6239
Standby,24.884165,100941.514838,6240
Standby,24.877315,100941.283025,6241
Standby,24.879063,100942.249938,6242
Standby,24.885773,100943.212259,6243
Standby,24.885144,100943.339864,6244
Standby,24.881299,100942.724197,6245
Standby,24.878661,100940.857058,6246
Standby,24.879936,100942.034784,6247
Standby,24.875830,100940.978757,6248
Standby,24.881771,100942.227585,6249
Standby,24.877472,100939.397432,6250
Standby,24.883186,100942.357263,6251
Standby,24.887590,100942.083245,6252
Standby,24.882121,100942.862366,6253
Standby,24.876773,100940.398359,6254
Standby,24.884252,100940.518432,6255
Standby,24.879342,100940.360254,6256
Standby,24.880880,100941.263848,6257
Standby,24.878189,100940.480405,6258
Standby,24.882435,100941.853846,6259
Standby,24.879272,100940.503217,6260
Standby,24.873226,100940.945432,6261
Standby,24.879796,100941.574464,6262
Standby,24.870151,100942.424839,6263
Standby,24.871461,100942.451425,6264
Standby,24.872265,100943.855830,6265
Standby,24.875900,100942.058356,6266
Standby,24.874607,100940.257465,6267
Standby,24.879814,100941.229112,6268
Standby,24.872475,100938.759027,6269
Standby,24.872440,100943.450799,6270
Standby,24.870745,100940.384071,6271
Standby,24.871723,100941.256421,6272
Standby,24.873768,100941.147370,6273
Standby,24.868840,100939.683254,6274
Standby,24.876599,100941.136821,6275
Standby,24.871654,100938.922527,6276
Standby,24.877403,100940.461286,6277
Standby,24.868089,100939.513265,6278
Standby,24.860959,100939.503906,6279
Standby,24.853987,100938.704489,6280
Standby,24.846089,100942.140909,6281
Standby,24.834433,100939.630887,6282
Standby,24.831533,100937.910905,6283
Standby,24.841493,100939.672259,6284
Standby,24.844359,100941.844765,6285
Standby,24.839186,100939.531423,6286
Standby,24.842332,100938.464914,6287
Standby,24.839571,100940.078810,6288
Standby,24.845075,100940.276335,6289
Standby,24.841545,100939.938139,6290
Standby,24.845198,100943.780939,6291
Standby,24.837561,100940.259197,6292
Standby,24.835552,100942.011309,6293
Standby,24.836618,100940.744252,6294
Standby,24.838278,100942.993231,6295
Standby,24.821974,100941.050764,6296
Standby,24.831742,100941.974959,6297
Standby,24.824945,100942.183298,6298
Standby,24.828108,100941.914629,6299
Standby,24.828842,100940.969377,6300
Standby,24.832808,100943.073437,6301
Standby,24.837387,100941.791398,6302
Standby,24.823005,100942.157196,6303
Standby,24.822656,100940.395303,6304
Standby,24.818759,100940.370898,6305
Standby,24.822306,100942.491189,6306
Standby,24.818165,100940.426976,6307
Standby,24.818776,100942.041780,6308
Standby,24.822656,100942.316255,6309
Standby,24.826465,100941.987500,6310
Standby,24.820803,100940.579479,6311
Standby,24.823966,100941.358611,6312
Standby,24.826290,100940.249256,6313
Standby,24.822498,100938.978540,6314
Standby,24.831655,100940.621612,6315
Standby,24.833909,100942.131821,6316
Standby,24.826972,100941.292494,6317
Standby,24.839117,100942.325693,6318
Standby,24.838592,100940.809981,6319
Standby,24.829785,100940.611344,6320
Standby,24.825015,100939.357360,6321
Standby,24.832441,100939.926349,6322
Standby,24.832406,100942.125200,6323
Standby,24.827426,100940.617376,6324
Standby,24.828999,100940.798574,6325
Standby,24.832267,100942.490469,6326
Standby,24.821537,100939.189729,6327
Standby,24.823372,100939.588991,6328
Standby,24.833402,100941.175737,6329
Standby,24.823844,100942.235848,6330
Standby,24.829663,100942.218883,6331
Standby,24.832983,100943.049471,6332
Standby,24.828981,100942.096440,6333
Standby,24.838348,100943.548835,6334
Standby,24.834032,100942.826289,6335
Standby,24.826465,100940.606308,6336
Standby,24.831323,100941.594304,6337
Standby,24.831131,100941.979463,6338
Standby,24.823250,100940.593232,6339
Standby,24.826395,100941.479536,6340
Standby,24.827042,100942.625998,6341
Standby,24.823162,100942.415039,6342
Standby,24.829873,100943.711033,6343
Standby,24.821642,100942.579078,6344
Standby,24.824281,100941.477405,6345
Standby,24.823215,100944.331980,6346
Standby,24.817344,100942.971728,6347
Standby,24.822656,100943.824440,6348
Standby,24.821188,100943.619321,6349
Standby,24.819196,100943.565469,6350
Standby,24.819842,100943.489505,6351
Standby,24.826867,100944.475679,6352
Standby,24.822673,100944.241161,6353
Standby,24.828649,100947.117465,6354
Standby,24.819231,100942.557343,6355
Standby,24.814320,100944.335629,6356
Standby,24.819073,100943.982307,6357
Standby,24.816190,100941.901125,6358
Standby,24.817518,100941.153837,6359
Standby,24.818375,100941.998469,6360
Standby,24.811577,100940.476303,6361
Standby,24.815596,100942.544589,6362
Standby,24.821258,100943.714515,6363
Standby,24.821031,100943.218598,6364
Standby,24.816470,100942.932788,6365
Standby,24.805513,100940.247323,6366
Standby,24.807890,100943.325075,6367
Standby,24.807855,100942.094781,6368
Standby,24.807733,100941.543224,6369
Standby,24.818532,100943.272342,6370
Standby,24.810756,100941.100109,6371
Standby,24.810861,100941.600090,6372
Standby,24.812311,100943.071283,6373
Standby,24.817676,100942.681715,6374
Standby,24.814478,100940.656379,6375
Standby,24.816627,100942.476234,6376
Standby,24.816050,100941.139225,6377
Standby,24.815858,100941.413242,6378
Standby,24.819790,100943.414141,6379
Standby,24.812468,100941.963847,6380
Standby,24.811525,100941.337580,6381
Standby,24.816575,100943.877287,6382
Standby,24.811577,100942.238457,6383
Standby,24.805985,100943.211593,6384
Standby,24.807628,100942.265632,6385
Standby,24.805461,100940.775213,6386
Standby,24.815089,100941.906039,6387
Standby,24.809061,100940.922961,6388
Standby,24.806876,100939.619095,6389
Standby,24.814181,100943.700733,6390
Standby,24.808921,100942.494723,6391
Standby,24.807505,100941.856951,6392
Standby,24.813954,100943.792210,6393
Standby,24.812189,100942.202215,6394
Standby,24.807698,100942.487824,6395
Standby,24.808169,100941.578571,6396
Standby,24.805793,100939.151705,6397
Standby,24.808816,100942.534500,6398
Standby,24.808536,100940.137588,6399
Standby,24.811787,100941.920773,6400
Standby,24.806370,100942.171449,6401
Standby,24.807558,100940.725803,6402
Standby,24.807837,100940.947817,6403
Standby,24.811018,100941.334045,6404
Standby,24.810074,100940.310900,6405
Standby,24.809707,100941.513760,6406
Standby,24.813027,100941.614112,6407
Standby,24.805374,100942.263575,6408
Standby,24.805024,100938.771361,6409
Standby,24.809340,100942.287989,6410
Standby,24.806964,100940.877123,6411
Standby,24.809602,100942.347298,6412
Standby,24.803207,100941.201783,6413
Standby,24.806177,100940.207070,6414
Standby,24.803451,100941.606388,6415
Standby,24.805304,100942.501760,6416
Standby,24.801442,100941.897804,6417
Standby,24.803539,100942.102408,6418
Standby,24.805164,100942.041501,6419
Standby,24.802630,100940.595054,6420
Standby,24.807471,100942.801551,6421
Standby,24.804762,100942.093436,6422
Standby,24.804622,100941.903053,6423
Standby,24.806142,100941.818421,6424
Standby,24.804919,100940.192266,6425
Standby,24.808309,100943.737474,6426
Standby,24.809777,100943.926732,6427
Standby,24.809812,100941.807362,6428
Standby,24.805706,100941.783072,6429
Standby,24.805863,100940.072400,6430
Standby,24.806649,100941.567958,6431
Standby,24.809620,100942.065498,6432
Standby,24.807540,100940.404347,6433
Standby,24.807138,100943.107429,6434
Standby,24.814862,100943.378675,6435
Standby,24.809498,100941.736192,6436
Standby,24.807715,100942.634655,6437
Standby,24.810371,100942.362518,6438
Standby,24.813552,100942.066110,6439
Standby,24.810843,100942.374023,6440
Standby,24.812451,100941.578886,6441
Standby,24.816382,100942.643136,6442
Standby,24.811420,100942.583878,6443
Standby,24.814128,100941.005937,6444
Standby,24.813499,100941.482737,6445
Standby,24.808659,100942.213161,6446
Standby,24.815456,100942.338329,6447
Standby,24.815946,100942.337909,6448
Standby,24.807121,100942.912973,6449
Standby,24.791586,100940.493227,6450
Standby,24.790975,100941.656551,6451
Standby,24.797877,100943.408912,6452
Standby,24.796549,100944.267259,6453
Standby,24.793788,100940.769190,6454
Standby,24.794767,100942.816207,6455
Standby,24.792932,100945.258465,6456
Standby,24.796514,100942.322629,6457
Standby,24.795972,100943.708155,6458
Standby,24.799502,100943.935390,6459
Standby,24.798034,100943.301625,6460
Standby,24.796514,100943.195742,6461
Standby,24.801337,100943.128199,6462
Standby,24.798524,100944.174331,6463
Standby,24.801949,100944.742961,6464
Standby,24.799362,100942.649643,6465
Standby,24.796060,100941.934078,6466
Standby,24.798524,100944.158457,6467
Standby,24.797825,100941.746069,6468
Standby,24.795081,100940.347426,6469
Standby,24.803574,100943.300941,6470
Standby,24.798926,100941.836424,6471
Standby,24.804482,100946.348183,6472
Standby,24.798157,100942.646686,6473
Standby,24.797126,100941.826030,6474
Standby,24.795029,100940.954678,6475
Standby,24.794470,100940.685277,6476
Standby,24.798366,100944.027621,6477
Standby,24.797091,100942.802358,6478
Standby,24.797108,100940.202848,6479
Standby,24.794819,100941.335847,6480
Standby,24.801617,100942.953340,6481
Standby,24.797720,100941.690595,6482
Standby,24.801966,100942.905421,6483
Standby,24.802228,100943.250480,6484
Standby,24.802385,100943.524191,6485
Standby,24.799170,100941.177412,6486
Standby,24.800830,100941.076793,6487
Standby,24.803801,100941.717217,6488
Standby,24.801494,100941.242919,6489
Standby,24.806107,100942.207390,6490
Standby,24.803888,100942.641863,6491
Standby,24.804220,100942.494738,6492
Standby,24.798017,100941.932437,6493
Standby,24.803941,100942.891850,6494
Standby,24.801984,100941.020256,6495
Standby,24.803102,100943.654557,6496
Standby,24.804587,100941.895146,6497
Standby,24.804919,100942.097271,6498
Standby,24.795466,100942.180634,6499
Standby,24.799240,100942.590215,6500
Standby,24.802892,100942.749860,6501
Standby,24.804657,100943.990592,6502
Standby,24.798593,100942.920161,6503
Standby,24.802700,100942.547616,6504
Standby,24.802455,100944.937005,6505
Standby,24.798349,100941.864690,6506
Standby,24.805007,100943.863297,6507
Standby,24.803521,100941.653954,6508
Standby,24.804902,100941.029689,6509
Standby,24.802403,100942.845522,6510
Standby,24.797056,100941.921337,6511
Standby,24.799310,100941.193169,6512
Standby,24.804203,100940.998532,6513
Standby,24.806964,100942.226508,6514
Standby,24.804867,100941.720283,6515
Standby,24.807645,100942.079084,6516
Standby,24.803189,100941.975703,6517
Standby,24.803294,100941.634302,6518
Standby,24.806544,100942.798367,6519
Standby,24.808414,100942.205432,6520
Standby,24.804395,100942.073902,6521
Standby,24.810721,100941.504958,6522
Standby,24.806177,100944.636220,6523
Standby,24.806492,100943.850137,6524
Standby,24.812241,100944.531870,6525
Standby,24.812695,100943.459901,6526
Standby,24.808327,100942.138037,6527
Standby,24.805094,100944.470444,6528
Standby,24.803207,100944.710156,6529
Standby,24.809760,100946.462813,6530
Standby,24.807680,100944.642890,6531
Standby,24.800900,100943.315097,6532
Standby,24.801372,100943.469481,6533
Standby,24.805496,100942.751629,6534
Standby,24.808589,100944.086491,6535
Standby,24.811944,100942.686620,6536
Standby,24.811472,100944.040389,6537
Standby,24.805374,100942.215949,6538
Standby,24.815614,100944.310713,6539
Standby,24.806946,100941.603424,6540
Standby,24.805496,100941.465749,6541
Standby,24.809393,100941.966471,6542
Standby,24.809358,100940.926676,6543
Standby,24.812066,100943.381060,6544
Standby,24.808746,100942.407558,6545
Standby,24.810266,100942.291169,6546
Standby,24.814565,100944.311607,6547
Standby,24.814652,100942.886718,6548
Standby,24.809166,100940.914934,6549
Standby,24.814373,100944.029983,6550
Standby,24.812346,100941.078904,6551
Standby,24.807733,100943.098988,6552
Standby,24.805111,100941.664513,6553
Standby,24.805216,100944.418747,6554
